time,camera_x,camera_y,camera_z,lookat_x,lookat_y,lookat_z
241,424.02404807821284,20,-264.9596321166027,-499.31476737728696,0,-26.16797812147176
242,414.5187862775208,20,-279.5964517353735,-497.2609476841366,0,-52.264231633826725
243,404.50849718747384,20,-293.89262614623647,-493.84417029756884,0,-78.21723252011557
244,394.0053768033612,20,-307.8307376628289,-489.07380036690273,0,-103.95584540887995
245,383.0222215594888,20,-321.3938048432699,-482.96291314453424,0,-129.40952255125993
246,371.57241273869704,20,-334.56530317942924,-475.5282581475766,0,-154.50849718747426
247,359.6699001693257,20,-347.32918522949865,-466.7902132486006,0,-179.1839747726508
248,347.3291852294989,20,-359.6699001693254,-456.7727288213008,0,-203.36832153789928
249,334.56530317942946,20,-371.5724127386968,-445.50326209418427,0,-226.99524986977272
250,321.3938048432695,20,-383.0222215594892,-433.01270189221964,0,-249.99999999999946
251,307.83073766282916,20,-394.005376803361,-419.33528397271226,0,-272.3195175075131
252,293.8926261462367,20,-404.5084971874736,-404.5084971874739,0,-293.8926261462363
253,279.5964517353737,20,-414.51878627752063,-388.57298072848556,0,-314.6601955249186
254,264.9596321166022,20,-424.0240480782131,-371.5724127386971,0,-334.5653031794291
255,249.9999999999999,20,-433.0127018922194,-353.55339059327366,0,-353.55339059327383
256,234.73578139294546,20,-441.47379642946345,-334.5653031794289,0,-371.57241273869727
257,219.18557339453895,20,-449.39702314958333,-314.66019552491844,0,-388.5729807284857
258,203.36832153790053,20,-456.7727288213003,-293.8926261462361,0,-404.50849718747406
259,187.3032967079558,20,-463.5919272833938,-272.31951750751296,0,-419.33528397271243
260,171.01007166283435,20,-469.8463103929542,-250.00000000000077,0,-433.01270189221884
261,154.5084971874739,20,-475.5282581475767,-226.99524986977409,0,-445.5032620941836
262,137.81867790849995,20,-480.63084796915933,-203.3683215379007,0,-456.77272882130023
263,120.96094779983356,20,-485.1478631379983,-179.18397477265057,0,-466.7902132486007
